heading,price,Year,Make,Model,Class,Length,Fuel_Type,Hull_Material,Offered_By,Engine_Make,Engine_Model,Engine_Year,Total_Power,Engine_Hours,Engine_Type,Fuel_Type.1,Propeller_Type,Dry_Weight,Folding_Propeller,Cruising_Speed,Length_on_Deck,Max_Speed,Length_Overall,Beam,Length_at_Waterline,Windlass,Liferaft_Capacity,Electrical_Circuit,Fresh_Water_Tank,Fuel_Tank,Holding_Tank,Single_Berths,Double_Berths,Cabins,Heads,state,Country/Region/State ,Make,Variant,Length (ft),Geographic Region,Country/Region/State ,Listing Price (USD),Year,new_year
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,Croatia,200433,2011,9
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,Croatia,200425,2011,9
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,Croatia,199818,2011,9
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,Croatia,168850,2011,9
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,Denmark,341932,2011,9
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,France,267233,2011,9
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,Greece,326766,2011,9
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,Greece,176138,2011,9
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,Spain,291406,2011,9
2011 Jeanneau 53,320944.0,9.0,Jeanneau,53,Cruiser,53.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,,,,53.0,15.0,,None,,,,,,,,2.0,None,Seychelles,Eden Island marina,Jeanneau,53,53,Europe,Turkey,241725,2011,9
2023 Moody 45 DS,1071811.0,-3.0,Moody,45 DS,Deck Saloon,45.0,Diesel,Composite,FREEDOM MARINE ,None,None,,107.0,,None,Diesel|Diesel,,,0,,,,45.0,14.0,42.0,None,,,211.34 gal (),158.5 gal (),26.42 gal (),,,,None,,British Columbia,Moody,45 DS,45,Europe,Spain,386305,2011,9
2009 Morris M42,575000.0,11.0,Morris,M42,Cruiser,42.25,Diesel,Composite,Lyman,Yanmar ,Yanmar 3JH4,11.0,39.0,,Inboard,Diesel|Diesel,3.0,,1,6.0,,6.0,42.0,11.0,30.0,Electric Windlass,,12.0,2 x 25 gal (Stainless Steel),1 x 40 gal (Aluminum),1 x 20 gal (Plastic),2.0,1.0,1.0,1,Bar Harbor,Maine,Morris,M42,42,USA,Maine,497000,2011,9
2013 Oyster 54,795000.0,7.0,Oyster,54,Cruiser,53.9,Diesel,Fiberglass,Oyster Brokerage ,Yanmar,4JH4,7.0,62.0,637.0,Inboard,Diesel|Diesel,3.0,,1,,,,53.0,15.0,46.0,Electric Windlass,16.0,24.0,1 x 198.13 gal (GRP),1 x 224.55 gal (GRP),0.53 gal (Plastic),,2.0,3.0,2,Newport,Rhode Island,Oyster,54,54,Europe,Spain,839360,2011,9
2024 Rustler 44DS,,-4.0,Rustler,44DS,Cruiser,44.0,Diesel,Fiberglass,Berthon International ,None,None,,,,None,Diesel|Diesel,,,0,,,,44.0,,,None,,,,,,,,,None,Newport,Rhode Island,Rustler,44,44,Europe,United Kingdom,492394,2011,9
1981 Sabre 34 Mark I,37000.0,39.0,Sabre,34 Mark I,Cruiser,34.0,Diesel,Fiberglass,Rubicon Yachts,Westerbeke,Four Cylinder Model 30,39.0,30.0,,Inboard,Diesel|Diesel,2.0,,0,,,,33.0,10.0,26.0,None,,,1 x 38 gal (Stainless Steel),1 x 20 gal (Stainless Steel),1 x (Plastic),,,,1,Emeryville,California,Sabre,456 MK II,46,USA,California,509000,2011,9
2012 Sly 47,277121.0,8.0,Sly,47,Racer/Cruiser,46.59,Diesel,Fiberglass,Nautic Avenue,Lombardini Marine,LDW 2204M ,8.0,55.0,1030.0,Inboard,Diesel|Diesel,3.0,,1,,,,46.0,13.0,41.0,Electric Windlass,,220.0,118.88 gal (),1 x 56.8 gal (),,,3.0,3.0,2,Toulon,83,Sly,48C,48,Europe,Italy,303674,2011,9
1989 Tartan Thomas T35,34372.0,31.0,Tartan,Thomas T35,Racer/Cruiser,35.33,Diesel,Fiberglass,North44 Yacht Sales,Yanmar,3GM,,27.0,,Inboard,Diesel|Diesel,2.0,9.0,0,6.0,,,35.0,11.0,30.0,None,,,1 x 35 gal (),1 x 20 gal (Aluminum),,2.0,3.0,,1,Halifax,Nova Scotia,Tartan,4000,40,USA,New York,359000,2011,9
2009 Tartan 4300,375000.0,11.0,Tartan,4300,Sloop,43.0,Diesel,Fiberglass,YachtSalesInternational,Volvo,D2,11.0,55.0,941.0,Inboard,Diesel|Diesel,,23.0,0,6.0,,7.0,43.0,13.0,37.0,None,,,2 x 120 gal (),2 x 100 gal (),2 x 40 gal (),2.0,,2.0,2,Annapolis,Maryland,Tartan,4300,43,USA,Illinois,475000,2011,9
2023 Tofinou 12,,-3.0,Tofinou,12,Daysailer,39.0,Diesel,Fiberglass,Ashley Yachts LLC ,None,None,,,,None,Diesel,,,0,,,,39.0,10.0,,None,,,,,,,,,1,Charleston,South Carolina,Tofinou,12,39,Europe,Spain,182251,2011,9
2011 Vismara V50,402097.0,9.0,Vismara,V50,Racer/Cruiser,50.2,Diesel,Other,YachtSynergy,STYER,None,9.0,75.0,1280.0,Inboard,Diesel|Diesel,,,0,10.0,,,50.0,14.0,,Electric Windlass,,220.0,211.34 gal (),79.25 gal (),,,,2.0,2,Mar Tirreno,Italy,Vismara,V50,50,Europe,Italy,479805,2011,9
2011 Vismara V50,402097.0,9.0,Vismara,V50,Racer/Cruiser,50.2,Diesel,Other,YachtSynergy,STYER,None,9.0,75.0,1280.0,Inboard,Diesel|Diesel,,,0,10.0,,,50.0,14.0,,Electric Windlass,,220.0,211.34 gal (),79.25 gal (),,,,2.0,2,Mar Tirreno,Italy,Vismara,V50,50,Europe,Italy,467658,2011,9
2023 X-Yachts Xc 50,,-3.0,X-Yachts,Xc 50,Cruiser,49.1,Diesel,Fiberglass,Ashley Yachts LLC ,Yanmar,4JH4110,3.0,110.0,,Inboard,Diesel|Diesel,3.0,,1,,,,49.0,15.0,46.0,None,,,213 gal (),162 gal (),,,,3.0,2,Charleston,South Carolina,X-Yachts,Xc 50,50,Europe,Italy,570907,2011,9
2023 X-Yachts Xc 50,,-3.0,X-Yachts,Xc 50,Cruiser,49.1,Diesel,Fiberglass,Ashley Yachts LLC ,Yanmar,4JH4110,3.0,110.0,,Inboard,Diesel|Diesel,3.0,,1,,,,49.0,15.0,46.0,None,,,213 gal (),162 gal (),,,,3.0,2,Charleston,South Carolina,X-Yachts,Xc 50,50,Europe,Portugal,631642,2011,9
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,40S Cruiser,40,Europe,Croatia,168893,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,40S Cruiser,40,Europe,Croatia,132013,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,40S Cruiser,40,Europe,Croatia,116975,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,40S Cruiser,40,Europe,Croatia,84807,2012,8
2013 Bavaria 40 Cruiser,124976.0,7.0,Bavaria,40 Cruiser,Cruiser,40.68,Diesel,Fiberglass,Four Seasons Yachting GmbH,None,None,,40.0,,Inboard,Diesel|Diesel,,19.0,0,,,,40.0,13.0,36.0,Electric Windlass,,12.0,54.6 gal (),54.6 gal (),,,3.0,3.0,2,Gouvia Marina,Greece,Bavaria,40 Cruiser,40,Europe,Germany,128791,2012,8
2013 Bavaria 40 Cruiser,124976.0,7.0,Bavaria,40 Cruiser,Cruiser,40.68,Diesel,Fiberglass,Four Seasons Yachting GmbH,None,None,,40.0,,Inboard,Diesel|Diesel,,19.0,0,,,,40.0,13.0,36.0,Electric Windlass,,12.0,54.6 gal (),54.6 gal (),,,3.0,3.0,2,Gouvia Marina,Greece,Bavaria,40 Cruiser,40,Europe,Greece,133313,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,40S Cruiser,40,Europe,Greece,109308,2012,8
2013 Bavaria 40 Cruiser,124976.0,7.0,Bavaria,40 Cruiser,Cruiser,40.68,Diesel,Fiberglass,Four Seasons Yachting GmbH,None,None,,40.0,,Inboard,Diesel|Diesel,,19.0,0,,,,40.0,13.0,36.0,Electric Windlass,,12.0,54.6 gal (),54.6 gal (),,,3.0,3.0,2,Gouvia Marina,Greece,Bavaria,40 Cruiser,40,Europe,Greece,97200,2012,8
2013 Bavaria 40 Cruiser,124976.0,7.0,Bavaria,40 Cruiser,Cruiser,40.68,Diesel,Fiberglass,Four Seasons Yachting GmbH,None,None,,40.0,,Inboard,Diesel|Diesel,,19.0,0,,,,40.0,13.0,36.0,Electric Windlass,,12.0,54.6 gal (),54.6 gal (),,,3.0,3.0,2,Gouvia Marina,Greece,Bavaria,40 Cruiser,40,Caribbean,Grenada,92500,2012,8
2013 Bavaria 40 Cruiser,124976.0,7.0,Bavaria,40 Cruiser,Cruiser,40.68,Diesel,Fiberglass,Four Seasons Yachting GmbH,None,None,,40.0,,Inboard,Diesel|Diesel,,19.0,0,,,,40.0,13.0,36.0,Electric Windlass,,12.0,54.6 gal (),54.6 gal (),,,3.0,3.0,2,Gouvia Marina,Greece,Bavaria,40 Cruiser,40,Caribbean,Saint Vincent and the Grenadines,92500,2012,8
2011 Bavaria 45 Cruiser,182574.0,9.0,Bavaria,45 Cruiser,Cruiser,47.9,Diesel,Fiberglass,Albatros Rimini,D2 75,None,9.0,75.0,,Inboard,Diesel|Diesel,,,0,,,,47.0,14.0,,Electric Windlass,,220.0,95.1 gal (Plastic),55.48 gal (Steel),,,3.0,3.0,3,Emilia Romagna,Italy,Bavaria,45 Cruiser,44,Europe,Croatia,136081,2012,8
2011 Bavaria 45 Cruiser,182574.0,9.0,Bavaria,45 Cruiser,Cruiser,47.9,Diesel,Fiberglass,Albatros Rimini,D2 75,None,9.0,75.0,,Inboard,Diesel|Diesel,,,0,,,,47.0,14.0,,Electric Windlass,,220.0,95.1 gal (Plastic),55.48 gal (Steel),,,3.0,3.0,3,Emilia Romagna,Italy,Bavaria,45 Cruiser,44,Europe,Croatia,133651,2012,8
2011 Bavaria 45 Cruiser,182574.0,9.0,Bavaria,45 Cruiser,Cruiser,47.9,Diesel,Fiberglass,Albatros Rimini,D2 75,None,9.0,75.0,,Inboard,Diesel|Diesel,,,0,,,,47.0,14.0,,Electric Windlass,,220.0,95.1 gal (Plastic),55.48 gal (Steel),,,3.0,3.0,3,Emilia Romagna,Italy,Bavaria,45 Cruiser,44,Europe,Greece,132402,2012,8
2005 Bavaria 50 Cruiser,179900.0,15.0,Bavaria,50 Cruiser,Cruiser,50.0,Diesel,Fiberglass,Little Yacht Sales,Volvo Penta,D2,15.0,75.0,,Inboard,Diesel|Diesel,,,0,,50.0,,49.0,15.0,,None,,,2 x 120 gal (Plastic),1 x 120 gal (Plastic),3 x (Plastic),4.0,3.0,5.0,3,Seabrook,Texas,Bavaria,50 Cruiser,49,Europe,Croatia,144549,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,56 Cruiser,54,Europe,Greece,264804,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,56 Cruiser,54,Europe,Greece,242939,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,56 Cruiser,54,Europe,Greece,241725,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,56 Cruiser,54,Europe,Spain,358350,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,56 Cruiser,54,Europe,Spain,358287,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,56 Cruiser,54,Europe,Spain,321895,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,56 Cruiser,54,Europe,Spain,303674,2012,8
2023 Bavaria C42,432319.0,-3.0,Bavaria,C42,Racer/Cruiser,42.0,Diesel,Fiberglass,Cruising Yachts ,Yanmar,None,-3.0,40.0,4.0,None,Diesel|Diesel,3.0,21.0,0,7.0,,8.0,40.0,14.0,37.0,None,,,2 x 132 gal (),1 x 66 gal (),2 x 20 gal (),,,3.0,2,San Diego,California,Bavaria,56 Cruiser,54,Europe,Spain,279380,2012,8
2019 Beneteau Oceanis 41.1,340000.0,1.0,Beneteau,Oceanis 41.1,Racer/Cruiser,40.92,Diesel,Fiberglass,Cape Yachts at South Wharf ,Yanmar,4JH45 CR SD 33KW,1.0,45.0,250.0,Inboard,Diesel,3.0,17.0,1,,,,40.0,13.0,37.0,Electric Windlass,,12.0,2 x 87 gal (),1 x 53 gal (),1 x 21 gal (),,4.0,3.0,1,South Dartmouth,Massachusetts,Beneteau,Oceanis 41,40,Europe,France,145801,2012,8
2019 Beneteau Oceanis 41.1,340000.0,1.0,Beneteau,Oceanis 41.1,Racer/Cruiser,40.92,Diesel,Fiberglass,Cape Yachts at South Wharf ,Yanmar,4JH45 CR SD 33KW,1.0,45.0,250.0,Inboard,Diesel,3.0,17.0,1,,,,40.0,13.0,37.0,Electric Windlass,,12.0,2 x 87 gal (),1 x 53 gal (),1 x 21 gal (),,4.0,3.0,1,South Dartmouth,Massachusetts,Beneteau,Oceanis 41,40,Caribbean,Martinique,139000,2012,8
2019 Beneteau Oceanis 41.1,340000.0,1.0,Beneteau,Oceanis 41.1,Racer/Cruiser,40.92,Diesel,Fiberglass,Cape Yachts at South Wharf ,Yanmar,4JH45 CR SD 33KW,1.0,45.0,250.0,Inboard,Diesel,3.0,17.0,1,,,,40.0,13.0,37.0,Electric Windlass,,12.0,2 x 87 gal (),1 x 53 gal (),1 x 21 gal (),,4.0,3.0,1,South Dartmouth,Massachusetts,Beneteau,Oceanis 41,40,USA,New York,199500,2012,8
2019 Beneteau Oceanis 41.1,340000.0,1.0,Beneteau,Oceanis 41.1,Racer/Cruiser,40.92,Diesel,Fiberglass,Cape Yachts at South Wharf ,Yanmar,4JH45 CR SD 33KW,1.0,45.0,250.0,Inboard,Diesel,3.0,17.0,1,,,,40.0,13.0,37.0,Electric Windlass,,12.0,2 x 87 gal (),1 x 53 gal (),1 x 21 gal (),,4.0,3.0,1,South Dartmouth,Massachusetts,Beneteau,Oceanis 41,40,Europe,Spain,163863,2012,8
2002 Beneteau First 40.7,97500.0,18.0,Beneteau,First 40.7,Racer,40.0,Diesel,Fiberglass,Sailboat Sales Co,Volvo,MD,,30.0,,Inboard,Diesel|Diesel,,,0,,,,39.0,12.0,34.0,None,,,72 gal (),36 gal (),13 gal (),8.0,,,1,Chicago,Illinois,Beneteau,First 40,40,Europe,United Kingdom,106562,2012,8
2012 Beneteau Sense 43,220000.0,8.0,Beneteau,Sense 43,Cruiser,43.31,Diesel,Fiberglass,Simpson Marine Limited ,Yanmar,4JH5CE,,54.0,,Inboard,Diesel|Diesel,,,1,,,,43.0,14.0,,None,,,1 x 136.05 gal (),2 x 52.83 gal (),,,2.0,2.0,1,Hong Kong,Hong Kong,Beneteau,Sense 43,43,USA,California,219000,2012,8
2012 Beneteau Sense 43,220000.0,8.0,Beneteau,Sense 43,Cruiser,43.31,Diesel,Fiberglass,Simpson Marine Limited ,Yanmar,4JH5CE,,54.0,,Inboard,Diesel|Diesel,,,1,,,,43.0,14.0,,None,,,1 x 136.05 gal (),2 x 52.83 gal (),,,2.0,2.0,1,Hong Kong,Hong Kong,Beneteau,Sense 43,43,Europe,Italy,180990,2012,8
2012 Beneteau Oceanis 45,289000.0,8.0,Beneteau,Oceanis 45,Sloop,45.92,Diesel,Fiberglass,VSF Yacht Services,Yanmar,4JH5E,8.0,54.0,1300.0,Inboard,Diesel,3.0,,0,,,,45.0,14.0,42.0,Electric Windlass,6.0,110.0,2 x 75 gal (),1 x 53 gal (),2 x 21 gal (),,,3.0,2,Green Cove Springs,Florida,Beneteau,Oceanis 45,45,Europe,France,194325,2012,8
2012 Beneteau Oceanis 45,289000.0,8.0,Beneteau,Oceanis 45,Sloop,45.92,Diesel,Fiberglass,VSF Yacht Services,Yanmar,4JH5E,8.0,54.0,1300.0,Inboard,Diesel,3.0,,0,,,,45.0,14.0,42.0,Electric Windlass,6.0,110.0,2 x 75 gal (),1 x 53 gal (),2 x 21 gal (),,,3.0,2,Green Cove Springs,Florida,Beneteau,Oceanis 45,45,Europe,Greece,182204,2012,8
2012 Beneteau Oceanis 45,289000.0,8.0,Beneteau,Oceanis 45,Sloop,45.92,Diesel,Fiberglass,VSF Yacht Services,Yanmar,4JH5E,8.0,54.0,1300.0,Inboard,Diesel,3.0,,0,,,,45.0,14.0,42.0,Electric Windlass,6.0,110.0,2 x 75 gal (),1 x 53 gal (),2 x 21 gal (),,,3.0,2,Green Cove Springs,Florida,Beneteau,Oceanis 45,45,Europe,Greece,170101,2012,8
2012 Beneteau Oceanis 45,289000.0,8.0,Beneteau,Oceanis 45,Sloop,45.92,Diesel,Fiberglass,VSF Yacht Services,Yanmar,4JH5E,8.0,54.0,1300.0,Inboard,Diesel,3.0,,0,,,,45.0,14.0,42.0,Electric Windlass,6.0,110.0,2 x 75 gal (),1 x 53 gal (),2 x 21 gal (),,,3.0,2,Green Cove Springs,Florida,Beneteau,Oceanis 45,45,Caribbean,Grenada,165000,2012,8
2012 Beneteau Oceanis 45,289000.0,8.0,Beneteau,Oceanis 45,Sloop,45.92,Diesel,Fiberglass,VSF Yacht Services,Yanmar,4JH5E,8.0,54.0,1300.0,Inboard,Diesel,3.0,,0,,,,45.0,14.0,42.0,Electric Windlass,6.0,110.0,2 x 75 gal (),1 x 53 gal (),2 x 21 gal (),,,3.0,2,Green Cove Springs,Florida,Beneteau,Oceanis 45,45,USA,Louisiana,229000,2012,8
2012 Beneteau Oceanis 45,289000.0,8.0,Beneteau,Oceanis 45,Sloop,45.92,Diesel,Fiberglass,VSF Yacht Services,Yanmar,4JH5E,8.0,54.0,1300.0,Inboard,Diesel,3.0,,0,,,,45.0,14.0,42.0,Electric Windlass,6.0,110.0,2 x 75 gal (),1 x 53 gal (),2 x 21 gal (),,,3.0,2,Green Cove Springs,Florida,Beneteau,Oceanis 45,45,Europe,Netherlands,241725,2012,8
2012 Beneteau Oceanis 45,289000.0,8.0,Beneteau,Oceanis 45,Sloop,45.92,Diesel,Fiberglass,VSF Yacht Services,Yanmar,4JH5E,8.0,54.0,1300.0,Inboard,Diesel,3.0,,0,,,,45.0,14.0,42.0,Electric Windlass,6.0,110.0,2 x 75 gal (),1 x 53 gal (),2 x 21 gal (),,,3.0,2,Green Cove Springs,Florida,Beneteau,Oceanis 45,45,Europe,Spain,217431,2012,8
2012 Beneteau Oceanis 45,289000.0,8.0,Beneteau,Oceanis 45,Sloop,45.92,Diesel,Fiberglass,VSF Yacht Services,Yanmar,4JH5E,8.0,54.0,1300.0,Inboard,Diesel,3.0,,0,,,,45.0,14.0,42.0,Electric Windlass,6.0,110.0,2 x 75 gal (),1 x 53 gal (),2 x 21 gal (),,,3.0,2,Green Cove Springs,Florida,Beneteau,Oceanis 45,45,Europe,Turkey,229546,2012,8
1997 Beneteau Oceanis 461,149000.0,23.0,Beneteau,Oceanis 461,Cruiser,46.0,Diesel,Fiberglass,Hallmark Yachts Inc,Yanmar,None,,,,None,Diesel,,20.0,0,,,,46.0,13.0,,None,,,200 gal (),52 gal (),,,,2.0,2,San Diego,California,Beneteau,Sense 46,46,Europe,France,321895,2012,8
2016 Beneteau Oceanis 48,399000.0,4.0,Beneteau,Oceanis 48,Racer/Cruiser,48.0,Diesel,Fiberglass,Little Yacht Sales,Yanmar,4JH4TE SD,4.0,75.0,81.0,Inboard,Diesel|Diesel,4.0,28.0,0,,,,48.0,15.0,45.0,Electric Windlass,,12.0,2 x 98 gal (Plastic),2 x 53 gal (Plastic),2 x 17 gal (Plastic),,4.0,3.0,2,Seabrook,Texas,Beneteau,Oceanis 48,48,Europe,Greece,208928,2012,8
2016 Beneteau Oceanis 48,399000.0,4.0,Beneteau,Oceanis 48,Racer/Cruiser,48.0,Diesel,Fiberglass,Little Yacht Sales,Yanmar,4JH4TE SD,4.0,75.0,81.0,Inboard,Diesel|Diesel,4.0,28.0,0,,,,48.0,15.0,45.0,Electric Windlass,,12.0,2 x 98 gal (Plastic),2 x 53 gal (Plastic),2 x 17 gal (Plastic),,4.0,3.0,2,Seabrook,Texas,Beneteau,Oceanis 48,48,Europe,Greece,206498,2012,8
2016 Beneteau Oceanis 48,399000.0,4.0,Beneteau,Oceanis 48,Racer/Cruiser,48.0,Diesel,Fiberglass,Little Yacht Sales,Yanmar,4JH4TE SD,4.0,75.0,81.0,Inboard,Diesel|Diesel,4.0,28.0,0,,,,48.0,15.0,45.0,Electric Windlass,,12.0,2 x 98 gal (Plastic),2 x 53 gal (Plastic),2 x 17 gal (Plastic),,4.0,3.0,2,Seabrook,Texas,Beneteau,Oceanis 48,48,Europe,Greece,200425,2012,8
2012 Beneteau Sense 50,465000.0,8.0,Beneteau,Sense 50,Racer/Cruiser,50.0,Diesel,Fiberglass,Great Hudson Sailing Center ,Yanmar,4JH4TCE,8.0,75.0,,Inboard,Diesel|Diesel,3.0,,0,,,,50.0,15.0,46.0,None,,,193 gal (),219 gal (),2 x 21 gal (),2.0,3.0,3.0,2,New London,Connecticut,Beneteau,Sense 50,49,USA,California,399650,2012,8
2012 Beneteau Sense 50,465000.0,8.0,Beneteau,Sense 50,Racer/Cruiser,50.0,Diesel,Fiberglass,Great Hudson Sailing Center ,Yanmar,4JH4TCE,8.0,75.0,,Inboard,Diesel|Diesel,3.0,,0,,,,50.0,15.0,46.0,None,,,193 gal (),219 gal (),2 x 21 gal (),2.0,3.0,3.0,2,New London,Connecticut,Beneteau,Sense 50,49,USA,California,375000,2012,8
